Student_ID,Age,Gender,Department,CGPA,Sleep_Duration,Study_Hours,Social_Media_Hours,Physical_Activity,Stress_Level,Depression
1097,22,Male,Arts,2.65,7.5,5.4,3.7,135,2,False
1098,21,Male,Arts,3.74,4.7,3.4,4.1,140,8,False
1099,20,Female,Business,3.66,9.0,3.3,0.0,69,4,False
1100,21,Female,Medical,2.48,7.1,2.9,4.9,142,5,False
1101,19,Female,Medical,2.46,8.3,6.1,3.0,119,4,False
1102,21,Female,Engineering,2.43,8.3,6.1,5.3,24,6,False
1103,20,Female,Medical,2.07,6.4,3.3,4.5,104,2,False
1104,18,Male,Arts,2.53,8.4,6.7,5.1,103,2,False
1105,23,Male,Medical,2.36,7.5,5.9,1.1,21,3,True
1106,24,Male,Business,3.35,7.0,4.9,2.5,131,4,False
1107,22,Female,Medical,3.17,5.1,6.7,3.9,118,2,False
1108,20,Female,Science,2.74,7.3,3.9,4.8,8,3,False
1109,23,Male,Engineering,3.64,8.8,5.6,4.3,104,4,False
1110,23,Female,Science,1.94,7.2,4.8,5.4,122,4,False
1111,21,Female,Arts,3.17,5.7,2.7,1.5,35,5,False
1112,20,Female,Business,2.8,8.0,6.5,2.4,101,2,False
1113,19,Male,Engineering,2.33,7.8,1.6,2.5,2,6,False
1114,20,Male,Business,3.54,6.4,3.5,5.6,11,3,False
1115,22,Female,Arts,3.68,5.1,3.2,2.7,115,3,False
1116,22,Female,Arts,2.17,5.7,4.1,5.1,54,4,True
1117,24,Male,Arts,2.41,7.0,7.6,4.6,106,2,False
1118,21,Female,Arts,1.83,9.0,4.7,5.1,65,4,False
1119,20,Female,Business,3.24,7.6,5.8,1.5,9,5,False
1120,23,Female,Medical,3.75,8.9,6.0,2.5,102,3,False
1121,24,Male,Arts,3.39,6.8,4.6,3.8,14,6,False
1122,20,Female,Business,2.6,9.9,6.4,4.8,68,5,False
1123,22,Female,Engineering,3.38,6.7,6.1,3.8,147,4,False
1124,18,Female,Science,2.15,7.9,6.3,2.6,0,5,True
1125,19,Male,Engineering,3.63,9.6,3.1,2.7,51,3,False
1126,24,Male,Science,3.05,5.4,1.9,0.4,114,4,False
1127,19,Male,Engineering,2.33,5.2,3.6,3.3,115,3,True
1128,19,Female,Science,3.26,6.0,6.4,4.6,34,5,False
1129,20,Female,Medical,3.32,4.8,2.1,5.1,73,4,False
1130,23,Male,Arts,2.96,8.1,4.0,2.6,13,6,False
1131,19,Female,Business,3.48,6.8,5.2,3.8,92,3,False
1132,24,Male,Engineering,2.92,5.2,6.4,4.6,93,2,False
1133,23,Male,Medical,3.8,6.6,7.5,3.4,125,2,False
1134,21,Female,Science,2.13,5.6,5.9,3.6,101,4,False
1135,24,Female,Science,2.55,8.2,0.6,3.4,113,3,False
1136,21,Male,Medical,2.0,8.6,6.7,5.1,10,5,False
1137,20,Male,Science,2.09,6.8,6.1,1.7,40,4,False
1138,18,Male,Science,2.28,6.0,6.5,1.6,99,4,False
1139,22,Male,Arts,3.5,4.5,2.2,4.0,105,7,False
1140,22,Male,Medical,2.55,6.5,5.4,4.8,129,5,False
1141,20,Female,Engineering,3.25,4.0,4.0,2.0,92,7,False
1142,21,Male,Arts,3.03,6.2,7.3,3.9,119,2,False
1143,19,Female,Engineering,2.14,8.0,3.4,4.1,139,3,False
1144,20,Male,Science,2.43,6.2,4.5,3.5,137,2,True
1145,20,Male,Medical,2.36,6.4,4.4,2.4,23,4,False
1146,18,Male,Science,3.06,6.4,3.1,2.9,4,5,False
1147,23,Male,Engineering,3.67,9.2,4.0,3.9,15,4,False
1148,19,Female,Business,2.19,7.5,3.7,2.0,80,3,True
1149,21,Male,Science,2.25,8.1,4.0,6.4,31,4,False
1150,23,Female,Engineering,2.43,8.6,0.9,2.5,47,4,False
1151,21,Female,Science,3.61,9.5,6.4,2.8,83,5,False
1152,21,Male,Science,3.11,7.6,6.2,3.6,85,3,False
1153,18,Female,Science,2.07,5.0,6.5,4.4,142,2,False
1154,24,Male,Engineering,2.88,8.4,2.8,5.8,133,3,False
1155,22,Male,Science,2.81,10.7,5.2,3.7,62,3,False
1156,23,Female,Science,1.98,5.5,5.8,5.7,22,3,False
1157,21,Male,Business,3.16,6.7,3.1,0.4,99,4,False
1158,21,Male,Engineering,3.7,7.8,3.2,2.7,80,2,False
1159,20,Male,Engineering,2.79,6.6,2.3,4.5,126,3,False
1160,21,Female,Business,2.91,9.5,4.6,0.0,115,2,False
1161,19,Female,Science,2.43,8.0,6.6,4.2,128,5,True
1162,22,Female,Science,3.34,7.4,4.3,1.4,13,3,False
1163,24,Male,Business,3.2,5.0,2.7,1.4,51,4,True
1164,22,Male,Science,2.58,7.4,1.9,3.6,22,3,False
1165,24,Female,Engineering,2.69,5.1,3.5,4.5,128,5,False
1166,22,Female,Business,1.99,8.9,3.4,6.3,74,2,True
1167,23,Female,Arts,2.13,6.9,2.1,2.0,116,5,False
1168,22,Female,Business,3.54,9.3,6.3,0.1,58,4,False
1169,19,Female,Science,3.06,6.1,5.8,4.2,90,5,False
1170,22,Female,Medical,3.76,7.1,2.1,3.6,68,5,True
1171,22,Female,Science,2.23,6.3,2.4,3.2,14,6,True
1172,21,Male,Medical,2.46,4.6,2.3,3.4,65,8,False
1173,23,Female,Medical,2.58,5.7,6.0,3.3,113,3,False
1174,23,Male,Arts,3.63,9.1,6.7,0.0,49,6,False
1175,20,Male,Engineering,3.62,7.3,5.4,0.2,105,3,False
1176,19,Female,Engineering,3.12,5.8,1.8,3.6,118,3,False
1177,22,Female,Science,3.38,6.0,3.9,4.2,60,4,False
1178,18,Female,Science,2.76,6.7,2.9,3.1,48,3,False
1179,21,Female,Business,2.11,6.1,4.9,5.8,99,3,False
1180,19,Female,Arts,2.57,7.8,2.1,1.0,24,4,False
1181,24,Male,Engineering,2.12,5.7,4.3,5.9,35,6,False
1182,24,Female,Medical,2.31,6.5,6.0,3.0,128,3,False
1183,19,Male,Science,3.8,6.1,7.5,2.3,96,4,True
1184,23,Male,Medical,2.35,6.2,4.7,3.7,18,3,False
1185,18,Male,Science,3.22,8.3,5.1,1.5,94,3,False
1186,18,Male,Arts,2.45,4.5,6.0,3.1,75,8,False
1187,22,Male,Business,2.44,7.9,7.8,4.4,140,4,True
1188,19,Male,Business,2.31,8.2,2.8,1.7,56,5,True
1189,23,Female,Science,2.3,7.1,0.0,2.8,13,5,False
1190,24,Female,Arts,2.06,5.2,5.9,1.8,121,5,False
1191,22,Male,Science,2.61,4.8,7.8,1.8,148,6,False
1192,21,Female,Medical,3.43,7.4,3.7,0.6,100,4,False
1193,19,Male,Arts,2.84,5.5,2.3,5.9,141,3,False
1194,22,Female,Science,1.81,4.5,0.9,5.6,58,6,False
1195,23,Female,Medical,2.45,8.7,6.9,3.8,60,3,False
1196,21,Male,Business,3.35,8.3,3.9,2.1,110,4,False
1197,21,Female,Engineering,3.5,6.3,4.1,2.9,142,3,False
1198,20,Female,Science,2.31,8.5,7.3,5.8,107,2,False
1199,18,Male,Engineering,3.16,9.3,5.0,3.6,53,4,False
1200,20,Male,Arts,3.19,7.9,7.2,4.2,93,2,False
1201,20,Female,Medical,3.64,9.5,7.7,4.2,140,5,False
1202,24,Male,Science,2.54,5.0,4.8,3.3,105,5,True
1203,21,Female,Medical,3.28,10.9,3.6,4.6,115,4,False
1204,18,Male,Business,4.0,5.5,9.6,2.7,132,3,False
1205,21,Male,Engineering,3.47,5.2,3.5,6.1,92,4,False
1206,20,Male,Medical,2.54,6.8,3.8,1.4,45,6,True
1207,21,Female,Business,3.29,9.5,5.8,2.9,60,3,False
1208,19,Male,Engineering,3.19,6.1,6.2,2.2,136,3,False
1209,23,Female,Science,3.49,6.0,3.3,5.3,135,4,False
1210,23,Female,Science,2.16,7.2,3.8,4.7,13,6,True
1211,21,Male,Engineering,2.44,4.5,3.7,7.5,115,7,True
1212,22,Male,Engineering,3.61,4.6,4.2,3.2,110,4,False
1213,24,Male,Business,3.53,4.6,2.2,3.0,126,4,False
1214,24,Male,Medical,3.24,7.4,4.1,2.0,100,2,False
1215,18,Female,Business,2.54,6.7,5.3,3.7,124,3,True
1216,24,Male,Science,2.51,7.0,3.9,3.4,49,6,False
1217,18,Female,Engineering,2.71,8.7,5.2,4.9,64,4,False
1218,18,Female,Engineering,2.6,8.2,4.4,4.1,7,4,False
1219,18,Female,Science,3.51,8.9,5.1,4.6,30,6,False
1220,20,Female,Engineering,2.38,7.5,0.0,5.7,135,3,False
1221,21,Male,Business,3.21,8.5,3.9,3.4,90,2,False
1222,20,Female,Business,2.66,8.4,2.2,2.5,137,5,False
1223,23,Female,Engineering,3.21,6.4,5.3,4.4,54,6,False
1224,23,Male,Arts,2.32,6.5,5.7,3.9,72,2,False
1225,23,Male,Medical,2.24,6.4,4.6,6.2,101,3,True
1226,20,Male,Medical,3.07,7.2,8.0,3.5,116,2,False
1227,22,Male,Science,2.65,6.7,3.9,4.1,129,3,False
1228,24,Male,Business,2.43,6.6,4.0,3.8,40,5,True
1229,21,Female,Arts,2.54,7.5,3.6,4.1,73,4,False
1230,21,Male,Arts,3.38,5.0,6.9,2.5,66,3,False
1231,19,Female,Arts,3.22,9.1,4.5,6.9,75,4,False
1232,20,Female,Engineering,2.68,8.9,1.6,5.5,63,2,True
1233,21,Male,Medical,2.57,5.0,2.3,5.1,92,3,False
1234,23,Male,Engineering,2.83,7.7,1.7,5.1,66,4,False
1235,24,Female,Medical,2.14,3.4,3.6,6.3,63,8,False
1236,20,Male,Engineering,3.19,8.3,4.0,5.3,57,3,False
1237,22,Female,Science,2.74,7.8,7.1,1.5,111,3,False
1238,18,Female,Science,3.05,5.3,4.3,3.5,56,3,False
1239,18,Male,Business,2.12,7.5,6.5,2.1,70,5,False
1240,20,Female,Medical,2.0,8.9,4.4,3.9,10,5,False
1241,18,Female,Engineering,2.62,8.6,6.0,4.2,34,4,False
1242,22,Female,Arts,2.21,5.3,3.0,1.4,44,5,False
1243,18,Male,Science,3.16,11.6,3.2,2.2,22,6,False
1244,18,Female,Engineering,2.53,6.8,3.2,2.1,22,3,False
1245,22,Female,Engineering,3.06,8.3,7.5,3.8,93,2,False
1246,19,Female,Arts,2.25,7.5,4.0,5.4,105,5,False
1247,19,Male,Medical,2.4,7.6,5.7,2.9,70,3,False
1248,18,Female,Business,3.58,4.5,4.5,1.3,57,6,True
1249,20,Female,Arts,2.65,6.5,0.9,2.7,5,4,False
1250,18,Female,Engineering,4.0,5.9,7.4,1.6,123,3,False
1251,24,Female,Engineering,3.46,8.0,5.9,1.8,147,2,False
1252,21,Female,Arts,3.66,4.1,4.6,4.0,124,7,False
1253,21,Female,Arts,3.62,8.1,6.8,3.6,144,4,False
1254,22,Male,Engineering,2.84,8.0,5.8,5.9,118,5,False
1255,20,Male,Medical,2.11,6.4,3.7,2.7,7,5,False
1256,21,Female,Science,2.94,4.7,3.1,3.3,127,5,False
1257,21,Male,Business,3.51,9.3,4.3,3.6,10,6,False
1258,18,Female,Engineering,2.68,7.4,4.7,0.3,79,2,False
1259,23,Male,Medical,2.69,5.3,1.8,4.5,18,4,False
1260,22,Male,Business,3.29,5.7,1.2,5.1,67,3,False
1261,19,Female,Medical,2.2,7.8,6.7,3.2,80,5,True
1262,18,Female,Business,3.62,7.1,4.9,4.3,86,2,False
1263,18,Female,Arts,3.24,4.9,6.4,2.3,143,5,False
1264,18,Female,Science,2.63,8.2,8.3,4.9,112,4,False
1265,24,Female,Science,3.5,7.8,1.4,4.0,75,4,False
1266,21,Male,Business,1.78,8.5,3.7,5.2,124,4,False
1267,20,Male,Medical,2.39,6.5,3.5,5.2,46,5,False
1268,24,Male,Medical,3.75,7.2,3.8,3.3,56,4,False
1269,23,Male,Arts,3.07,6.9,3.7,5.9,19,3,False
1270,24,Male,Arts,2.29,8.8,3.6,2.7,35,4,False
1271,18,Male,Medical,3.37,8.4,4.2,4.7,139,3,False
1272,24,Female,Business,3.59,10.3,2.7,3.3,30,3,False
1273,21,Female,Business,3.27,8.0,6.0,3.7,76,2,False
1274,20,Female,Science,2.9,8.3,4.8,3.2,72,3,False
1275,19,Male,Science,2.71,6.6,2.8,3.6,16,6,False
1276,22,Male,Science,2.64,4.9,4.8,3.3,120,8,False
1277,24,Female,Arts,2.3,6.9,6.2,0.4,36,5,False
1278,21,Male,Science,3.13,6.4,4.2,1.9,96,5,False
1279,19,Female,Arts,2.83,7.5,5.5,3.7,4,6,False
1280,18,Female,Arts,3.36,6.4,5.7,2.6,2,4,False
1281,22,Male,Business,3.77,8.7,1.5,3.0,131,2,False
1282,23,Female,Science,3.15,8.8,0.6,6.9,13,5,False
1283,19,Male,Business,3.5,7.4,5.9,2.7,91,3,False
1284,20,Female,Medical,3.01,4.0,1.1,2.2,5,7,False
1285,20,Female,Medical,3.52,7.9,7.2,2.7,96,3,False
1286,19,Male,Medical,3.63,7.3,5.1,2.3,90,4,False
1287,23,Female,Business,2.5,7.2,7.1,2.6,96,3,False
1288,18,Female,Medical,3.71,7.4,6.2,3.6,102,2,False
1289,24,Male,Medical,2.76,7.8,3.4,1.5,54,4,False
1290,23,Female,Business,3.32,6.4,4.3,3.7,118,2,False
1291,23,Male,Engineering,2.29,8.3,2.8,4.5,126,3,False
1292,20,Female,Medical,2.85,6.2,4.5,4.2,57,5,False
1293,18,Female,Medical,3.47,9.0,0.0,2.9,81,3,False
1294,20,Female,Arts,2.95,7.0,3.7,2.8,0,4,False
1295,21,Male,Business,2.62,7.3,4.9,2.1,72,5,False
1296,20,Male,Medical,2.69,7.4,6.0,2.3,122,4,False
1297,23,Female,Science,2.63,5.8,0.7,5.0,90,3,True
1298,21,Female,Arts,2.23,6.3,5.5,3.2,28,6,True
1299,20,Female,Science,3.79,5.9,5.5,0.8,107,3,False
1300,24,Female,Engineering,3.2,6.9,2.8,3.6,72,4,False
1301,24,Female,Medical,2.28,7.6,1.5,2.8,10,3,False
1302,18,Male,Science,3.33,7.1,6.1,2.7,111,3,False
1303,18,Female,Engineering,3.04,7.1,2.2,5.2,143,3,False
1304,20,Male,Arts,2.55,6.7,5.0,3.3,80,3,False
1305,23,Male,Medical,3.49,7.5,5.1,6.3,40,3,False
1306,20,Male,Arts,3.28,6.7,2.6,3.0,138,4,False
1307,24,Male,Engineering,3.47,4.0,2.5,4.5,111,7,False
1308,21,Female,Medical,3.62,7.1,0.9,2.2,9,5,False
1309,18,Male,Engineering,2.34,5.0,6.0,2.7,23,4,True
1310,20,Male,Medical,2.83,7.5,6.1,2.4,53,3,False
1311,22,Female,Arts,3.69,8.0,5.6,0.5,70,4,False
1312,18,Female,Medical,2.18,7.5,4.1,3.6,16,5,False
1313,19,Female,Engineering,3.61,7.4,4.4,3.3,101,3,False
1314,24,Male,Arts,2.11,4.6,3.3,1.3,142,7,True
1315,20,Female,Medical,3.26,6.4,3.5,2.7,82,3,True
1316,19,Female,Engineering,3.53,7.3,7.9,3.9,35,3,False
1317,21,Male,Science,3.37,4.9,4.1,0.8,44,5,False
1318,21,Female,Engineering,2.43,7.9,5.5,2.9,147,5,False
1319,23,Female,Engineering,3.32,5.1,2.3,4.5,4,5,False
1320,23,Female,Engineering,2.5,9.0,2.4,1.9,60,3,False
1321,19,Female,Business,2.07,5.0,4.6,4.1,121,2,False
1322,22,Female,Arts,2.45,7.2,2.7,0.8,133,4,False
1323,21,Male,Engineering,3.14,6.8,6.1,3.9,86,3,False
1324,22,Female,Business,2.47,6.4,4.4,0.9,88,2,True
1325,23,Female,Arts,3.34,5.7,0.1,2.1,80,5,False
1326,23,Female,Arts,2.97,9.1,3.0,1.4,10,4,False
1327,20,Female,Business,2.79,5.6,1.5,0.0,114,3,False
1328,24,Male,Medical,2.13,6.9,1.1,4.6,101,5,False
1329,22,Female,Engineering,2.42,6.9,7.0,2.5,30,6,False
1330,23,Male,Business,2.1,6.7,5.5,3.0,55,5,False
1331,23,Male,Arts,3.85,7.0,8.2,4.0,66,5,False
1332,21,Male,Engineering,3.48,7.3,5.6,5.4,7,5,False
1333,21,Male,Science,2.38,4.8,3.4,3.7,22,7,True
1334,20,Female,Science,2.13,8.3,4.2,4.1,71,4,False
1335,22,Female,Business,2.53,6.1,3.1,3.9,68,5,False
1336,21,Male,Engineering,2.72,6.7,5.3,2.6,74,4,False
1337,22,Female,Arts,3.16,4.6,1.2,0.2,80,6,True
1338,21,Male,Engineering,2.83,6.1,3.7,0.9,94,5,False
1339,18,Male,Medical,3.32,6.8,6.2,4.1,55,4,False
1340,22,Female,Business,2.76,6.6,4.7,2.3,114,2,False
1341,24,Female,Medical,3.33,8.5,4.7,2.5,137,2,False
1342,18,Female,Business,2.89,6.6,0.0,5.0,78,5,False
1343,23,Female,Arts,2.34,8.4,6.4,1.4,19,6,False
1344,22,Female,Medical,3.38,5.2,1.5,2.0,110,3,True
1345,23,Female,Business,2.47,8.5,3.7,3.5,46,6,False
1346,19,Male,Arts,3.1,9.0,4.0,4.3,128,5,False
1347,23,Female,Medical,2.55,6.5,4.5,3.3,112,3,False
1348,19,Male,Engineering,3.3,6.0,3.7,6.1,0,6,False
1349,21,Female,Arts,2.61,5.9,7.2,4.6,22,3,False
1350,20,Female,Business,2.02,8.8,5.3,3.5,121,2,False
1351,24,Female,Engineering,2.71,6.0,4.1,4.8,14,4,False
1352,19,Female,Arts,1.99,9.5,2.7,5.8,56,3,True
1353,21,Female,Engineering,2.27,7.2,4.1,2.2,40,3,False
1354,22,Male,Business,2.94,4.5,1.6,3.4,145,6,True
1355,24,Male,Medical,3.24,8.5,2.1,3.9,28,5,False
1356,19,Male,Arts,3.65,5.1,9.3,2.7,136,3,False
1357,20,Male,Arts,3.7,7.9,5.2,3.0,99,4,False
1358,24,Male,Engineering,2.68,9.1,9.3,2.5,90,5,False
1359,23,Female,Engineering,3.17,8.6,2.6,3.1,115,5,False
1360,23,Female,Business,2.17,8.4,5.3,4.5,91,2,False
1361,19,Female,Medical,2.35,9.1,1.5,2.5,68,3,False
1362,22,Male,Medical,3.43,7.8,6.8,3.5,7,4,False
1363,23,Male,Medical,2.65,6.9,6.2,4.0,95,2,False
1364,22,Male,Science,3.38,6.6,6.0,2.7,2,5,False
1365,20,Female,Engineering,3.14,8.3,1.6,2.6,28,5,True
1366,22,Male,Medical,3.7,6.9,1.4,3.7,148,3,False
1367,19,Male,Medical,2.9,9.0,5.9,2.4,49,6,False
1368,21,Male,Arts,2.74,7.0,4.7,2.7,135,5,False
1369,23,Female,Arts,2.03,4.9,6.7,7.3,72,4,False
1370,24,Female,Business,2.93,8.4,5.3,1.8,68,5,False
1371,24,Male,Business,3.66,5.8,0.4,2.5,71,4,False
1372,19,Female,Engineering,3.58,9.2,6.5,1.9,108,4,False
1373,24,Female,Medical,3.06,8.7,6.7,3.2,134,4,False
1374,21,Male,Medical,2.73,8.0,6.4,2.3,78,3,False
1375,20,Male,Engineering,3.72,5.6,6.6,2.6,106,5,False
1376,23,Male,Medical,3.74,9.3,5.6,2.2,148,3,False
1377,22,Female,Engineering,2.28,5.4,6.6,5.5,71,2,False
1378,23,Female,Science,3.36,6.8,5.0,4.2,102,3,False
1379,19,Female,Medical,3.27,7.8,7.1,4.5,102,2,False
1380,22,Female,Science,3.18,8.1,1.5,3.8,68,5,True
1381,21,Male,Engineering,2.51,7.0,4.3,2.0,1,3,False
1382,19,Female,Business,2.67,8.2,5.0,4.9,18,6,False
1383,18,Male,Arts,3.68,9.2,7.3,3.5,13,5,True
1384,22,Male,Science,2.31,7.4,1.2,3.7,90,4,False
1385,24,Male,Arts,2.38,6.6,2.8,5.2,84,4,True
1386,18,Male,Medical,3.11,7.3,4.7,3.8,94,2,False
1387,22,Male,Engineering,2.96,7.7,2.2,3.9,77,4,False
1388,20,Male,Business,3.33,7.0,8.0,4.9,136,2,True
1389,24,Female,Arts,2.86,7.5,9.7,1.4,75,5,False
1390,20,Male,Medical,3.22,7.3,1.9,2.1,107,2,False
1391,18,Female,Science,2.74,5.6,5.6,4.2,108,2,False
1392,20,Female,Arts,3.01,4.9,5.1,0.3,71,4,False
1393,23,Male,Medical,2.4,6.8,3.4,2.0,148,3,False
1394,24,Female,Science,2.1,6.0,6.7,4.3,103,4,True
1395,22,Female,Science,2.51,4.1,2.7,5.2,103,5,False
1396,24,Male,Arts,3.66,8.7,2.4,2.5,97,4,False
1397,24,Male,Medical,2.02,7.2,4.8,2.4,4,4,False
1398,18,Female,Business,3.48,8.2,1.3,5.5,0,5,False
1399,20,Female,Arts,2.71,8.4,6.7,2.1,128,4,False
1400,18,Male,Arts,2.38,6.9,3.9,0.0,96,5,False
1401,18,Male,Engineering,3.23,7.9,8.5,2.8,28,5,False
1402,18,Male,Medical,3.78,8.5,4.2,3.3,55,5,False
1403,23,Female,Science,2.54,5.5,2.9,5.2,54,6,False
1404,21,Female,Medical,2.41,8.6,4.9,4.0,17,5,False
1405,23,Female,Engineering,2.7,7.7,6.1,4.4,47,5,False
1406,18,Male,Medical,2.48,6.1,3.3,2.9,23,5,False
1407,19,Female,Arts,2.64,7.5,5.4,3.2,86,2,False
1408,20,Female,Arts,3.75,4.6,4.0,1.1,84,5,False
1409,19,Female,Engineering,2.87,6.4,8.3,3.1,5,6,False
